latitude,longitude,acq_date,frp,geometry,index_right,LABEL3,RGB_color,Year,elevation
51.5773,-3.7721,2020-01-09,8.2,POINT (277299.37716916634 187981.30188711383),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
51.578,-3.7777,2020-01-18,18.9,POINT (276913.2477118926 188068.5675176441),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
53.5633,-0.597,2020-01-18,12.5,POINT (493023.3294742502 408324.44493578246),16604.0,Industrial or commercial units,#cc4df2,2020,21.0
53.5659,-0.5936,2020-01-18,8.1,POINT (493242.798741414 408618.1255455698),16604.0,Industrial or commercial units,#cc4df2,2020,21.0
51.5607,-3.7664,2020-01-19,12.9,POINT (277649.72615977004 186125.72414085217),15637.0,Industrial or commercial units,#cc4df2,2020,7.0
51.5669,-3.7707,2020-01-20,17.6,POINT (277368.369656215 186822.40946427645),15637.0,Industrial or commercial units,#cc4df2,2020,14.0
51.565,-3.7659,2020-01-21,14.2,POINT (277695.933174056 186603.07207675878),15637.0,Industrial or commercial units,#cc4df2,2020,8.0
51.5661,-3.7685,2020-01-21,17.8,POINT (277518.6899910409 186729.75422103045),15637.0,Industrial or commercial units,#cc4df2,2020,8.0
56.7882,-2.9122,2020-01-21,19.0,POINT (344369.46101708314 766665.1925748151),68463.0,Moors and heathland,#a6ff80,2020,327.0
55.5044,-2.035,2020-01-22,24.7,POINT (397887.48026506655 623403.2672785729),49957.0,Natural grasslands,#ccf24d,2020,285.0
56.0996,-3.3019,2020-01-27,10.1,POINT (319111.0288149966 690410.7388241221),17386.0,Industrial or commercial units,#cc4df2,2020,130.0
51.5775,-3.7776,2020-02-01,6.1,POINT (276918.82443260844 188012.79604919167),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
51.5666,-3.7664,2020-02-01,8.2,POINT (277665.5777818555 186781.83862706955),15637.0,Industrial or commercial units,#cc4df2,2020,8.0
56.0982,-3.3091,2020-02-03,13.4,POINT (318660.21081840806 690263.4039277284),36717.0,Pastures,#e6e64d,2020,131.0
56.1001,-3.3077,2020-02-03,9.1,POINT (318751.3054688204 690473.2064642002),36717.0,Pastures,#e6e64d,2020,138.0
56.0975,-3.3084,2020-02-04,17.5,POINT (318702.27742040285 690184.6740860619),17386.0,Industrial or commercial units,#cc4df2,2020,138.0
56.1006,-3.2977,2020-02-04,14.1,POINT (319374.37492192595 690517.1094001026),17386.0,Industrial or commercial units,#cc4df2,2020,124.0
56.0961,-3.3013,2020-02-04,19.7,POINT (319141.00520217745 690020.5144267475),17386.0,Industrial or commercial units,#cc4df2,2020,147.0
55.9356,-2.3997,2020-02-06,11.7,POINT (375127.9313577114 671465.5713485074),27659.0,Non-irrigated arable land,#ffffa8,2020,120.0
56.097,-3.3004,2020-02-06,22.5,POINT (319198.88059331046 690119.6213931151),17386.0,Industrial or commercial units,#cc4df2,2020,147.0
53.5676,-0.5926,2020-02-06,14.0,POINT (493305.2869129921 408808.55179541203),16604.0,Industrial or commercial units,#cc4df2,2020,22.0
56.0996,-3.307,2020-02-08,20.3,POINT (318793.79307070666 690416.7357849096),36717.0,Pastures,#e6e64d,2020,127.0
51.5636,-3.7694,2020-02-08,8.1,POINT (277449.58552585886 186453.2488839705),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
56.1001,-3.3043,2020-02-12,45.3,POINT (318962.79317416716 690469.2037684361),36717.0,Pastures,#e6e64d,2020,133.0
54.3522,-0.8593,2020-02-12,15.7,POINT (474238.2111670041 495784.2518349581),56336.0,Peat bogs,#4d4dff,2020,294.0
56.0938,-3.2954,2020-02-12,16.3,POINT (319503.23207288387 689757.6381957816),45559.0,Coniferous forest,#00a600,2020,150.0
56.0912,-3.3114,2020-02-12,21.2,POINT (318502.33422405296 689487.0812512189),50574.0,Natural grasslands,#ccf24d,2020,167.0
53.5719,-0.5842,2020-02-17,16.3,POINT (493852.0495994298 409297.93514830666),58369.0,Non-irrigated arable land,#ffffa8,2020,47.0
51.5745,-3.7765,2020-02-26,8.2,POINT (276986.9351473225 187677.32539992686),15637.0,Industrial or commercial units,#cc4df2,2020,14.0
53.5687,-0.5961,2020-03-02,9.1,POINT (493071.09378194273 408926.34726395604),16604.0,Industrial or commercial units,#cc4df2,2020,41.0
56.0964,-3.3084,2020-03-03,64.2,POINT (318699.9562702891 690062.2535319749),17386.0,Industrial or commercial units,#cc4df2,2020,138.0
55.525,-2.1908,2020-03-04,8.2,POINT (388052.6141285475 625711.891956203),45028.0,Coniferous forest,#00a600,2020,344.0
53.5683,-0.5932,2020-03-06,5.6,POINT (493264.0147343645 408885.6387981387),16604.0,Industrial or commercial units,#cc4df2,2020,22.0
57.185,-2.8939,2020-03-06,8.7,POINT (346065.4884743162 810819.4036618451),68463.0,Moors and heathland,#a6ff80,2020,400.0
51.5691,-3.7659,2020-03-16,16.9,POINT (277706.94611359865 187059.0163103775),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
57.3374,-3.7131,2020-03-18,14.3,POINT (296978.8060729648 828728.9894279013),68575.0,Moors and heathland,#a6ff80,2020,275.0
57.0084,-3.1263,2020-03-18,8.2,POINT (331693.7439434209 791369.9846685486),68463.0,Moors and heathland,#a6ff80,2020,426.0
57.3407,-3.726,2020-03-20,13.5,POINT (296211.70626351057 829115.9171438703),68575.0,Moors and heathland,#a6ff80,2020,311.0
51.5675,-3.7699,2020-03-22,20.2,POINT (277425.42944677104 186887.7904302306),15637.0,Industrial or commercial units,#cc4df2,2020,14.0
51.0508,-2.461,2020-03-22,7.0,POINT (367782.7254583403 128040.44168080905),74383.0,Pastures,#e6e64d,2020,163.0
50.7519,-1.7098,2020-03-22,5.8,POINT (420568.53101226053 94740.08433613507),5451.0,Broad-leaved forest,#80ff00,2020,29.0
51.1873,-1.6736,2020-03-22,4.9,POINT (422908.1654029447 143169.8437137076),27963.0,Pastures,#e6e64d,2020,99.0
51.421,-1.6131,2020-03-22,10.7,POINT (426999.5339041738 169180.65259493125),74320.0,Non-irrigated arable land,#ffffa8,2020,165.0
51.5692,-3.7683,2020-03-22,8.3,POINT (277540.8896059002 187074.15719595389),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
51.9349,-2.0899,2020-03-22,13.2,POINT (393915.98933125025 226269.53378647385),30336.0,Pastures,#e6e64d,2020,34.0
52.1094,-1.9283,2020-03-22,6.1,POINT (405007.2540690912 245677.13215133414),74320.0,Non-irrigated arable land,#ffffa8,2020,28.0
52.1373,-3.8627,2020-03-22,14.5,POINT (272614.8692354095 250414.70392339403),51073.0,Moors and heathland,#a6ff80,2020,383.0
52.1346,-3.8782,2020-03-22,21.7,POINT (271546.37721921346 250141.77750544198),51073.0,Moors and heathland,#a6ff80,2020,352.0
52.6842,-2.9605,2020-03-22,14.5,POINT (335167.14338808105 310044.9169815596),33830.0,Pastures,#e6e64d,2020,129.0
53.5621,-0.5915,2020-03-22,4.7,POINT (493390.2334252493 408198.14021293),41012.0,Broad-leaved forest,#80ff00,2020,35.0
54.8155,-1.985,2020-03-22,7.5,POINT (401061.93829658965 546738.3949711912),52217.0,Moors and heathland,#a6ff80,2020,431.0
56.4171,-3.9105,2020-03-22,10.5,POINT (282236.37665237405 726623.8358130857),67607.0,Moors and heathland,#a6ff80,2020,368.0
56.8364,-2.9254,2020-03-22,8.4,POINT (343635.6021400401 772041.1319196444),68463.0,Moors and heathland,#a6ff80,2020,679.0
51.5678,-3.769,2020-03-23,9.3,POINT (277488.6109248757 186919.64255856717),15637.0,Industrial or commercial units,#cc4df2,2020,14.0
53.5827,-1.9125,2020-03-23,29.5,POINT (405890.43945864885 409571.2898877971),56271.0,Peat bogs,#4d4dff,2020,387.0
53.5779,-1.9027,2020-03-23,18.1,POINT (406539.9791324361 409038.10118363844),56271.0,Peat bogs,#4d4dff,2020,411.0
53.5907,-1.9044,2020-03-23,80.0,POINT (406425.51051047223 410462.02558125573),56271.0,Peat bogs,#4d4dff,2020,425.0
53.5912,-1.9118,2020-03-23,79.6,POINT (405935.61512950715 410517.02314547164),56271.0,Peat bogs,#4d4dff,2020,410.0
52.4564,0.5123,2020-03-24,6.7,POINT (570799.3072498784 287239.6091515067),31400.0,Pastures,#e6e64d,2020,0.0
51.8441,-3.8695,2020-03-24,13.6,POINT (271310.82144731487 217819.4115092554),56167.0,Peat bogs,#4d4dff,2020,475.0
51.5636,-3.7668,2020-03-24,14.1,POINT (277629.7932075269 186448.89090579108),15637.0,Industrial or commercial units,#cc4df2,2020,8.0
51.3146,1.3433,2020-03-24,6.4,POINT (633082.5366748576 162584.47134795418),7890.0,Industrial or commercial units,#cc4df2,2020,3.0
51.3405,1.0987,2020-03-24,11.9,POINT (615919.0751946516 164715.41547520255),8064.0,Broad-leaved forest,#80ff00,2020,42.0
52.5548,0.5634,2020-03-24,6.9,POINT (573882.1360706936 298304.3572200749),58367.0,Non-irrigated arable land,#ffffa8,2020,9.0
52.6695,0.6329,2020-03-24,5.9,POINT (578127.0205127788 311229.49330085184),58367.0,Non-irrigated arable land,#ffffa8,2020,58.0
52.6671,0.6182,2020-03-24,5.8,POINT (577142.9311348709 310926.36099342466),58367.0,Non-irrigated arable land,#ffffa8,2020,50.0
52.9142,1.1878,2020-03-24,5.4,POINT (614431.735297557 339955.14267187496),58367.0,Non-irrigated arable land,#ffffa8,2020,80.0
52.8575,0.7593,2020-03-24,7.9,POINT (585870.0221283139 332456.1744463965),58367.0,Non-irrigated arable land,#ffffa8,2020,63.0
52.9065,0.8322,2020-03-24,3.6,POINT (590562.0884716808 338096.2633234517),58367.0,Non-irrigated arable land,#ffffa8,2020,71.0
52.9042,0.8175,2020-03-24,12.4,POINT (589583.7734865142 337801.5915854904),58367.0,Non-irrigated arable land,#ffffa8,2020,69.0
53.1389,0.2313,2020-03-24,9.1,POINT (549353.5243665415 362519.43166133435),33170.0,Pastures,#e6e64d,2020,2.0
53.5662,-0.6024,2020-03-24,11.8,POINT (492659.3572266941 408640.0260808665),16604.0,Industrial or commercial units,#cc4df2,2020,26.0
53.5662,-0.6045,2020-03-25,6.9,POINT (492520.2840529742 408637.29880219826),16604.0,Industrial or commercial units,#cc4df2,2020,21.0
53.5624,-0.5858,2020-03-25,7.0,POINT (493767.09085888404 408238.9953338439),58369.0,Non-irrigated arable land,#ffffa8,2020,48.0
53.5657,-0.5906,2020-03-25,11.8,POINT (493441.9161565324 408599.80419079587),58369.0,Non-irrigated arable land,#ffffa8,2020,28.0
53.1043,-2.4781,2020-03-25,6.4,POINT (368088.3415004603 356451.9534961341),16382.0,Industrial or commercial units,#cc4df2,2020,49.0
53.1011,-2.4614,2020-03-25,5.1,POINT (369204.1106885941 356088.63129993586),16382.0,Industrial or commercial units,#cc4df2,2020,53.0
53.0072,-4.2152,2020-03-25,6.6,POINT (251464.87703943643 347838.96482193895),51466.0,Moors and heathland,#a6ff80,2020,449.0
53.0045,-4.1993,2020-03-25,16.7,POINT (252522.35569411897 347505.8223764941),48674.0,Natural grasslands,#ccf24d,2020,242.0
52.0504,-4.0216,2020-03-25,6.1,POINT (261471.72803458004 241041.61824699782),32766.0,Pastures,#e6e64d,2020,200.0
51.5631,-3.7683,2020-03-25,9.0,POINT (277524.48243284744 186395.80143458437),15637.0,Industrial or commercial units,#cc4df2,2020,8.0
51.8174,-3.7833,2020-03-25,5.7,POINT (277175.80367295287 214701.1957575009),48145.0,Natural grasslands,#ccf24d,2020,269.0
51.6581,-3.6545,2020-03-25,10.8,POINT (285651.3962823529 196775.94659516658),46153.0,Mixed forest,#4dff00,2020,296.0
51.8192,-3.7658,2020-03-25,8.0,POINT (278386.82127730065 214871.99628934904),48145.0,Natural grasslands,#ccf24d,2020,317.0
52.1282,-3.8142,2020-03-25,78.0,POINT (275908.59235606884 249318.52914404141),51073.0,Moors and heathland,#a6ff80,2020,396.0
52.1263,-3.8322,2020-03-25,23.5,POINT (274671.19601166336 249138.18426245643),43265.0,Coniferous forest,#00a600,2020,335.0
52.1399,-3.7991,2020-03-25,85.3,POINT (276974.4268707301 250594.00835420185),51073.0,Moors and heathland,#a6ff80,2020,258.0
52.138,-3.8172,2020-03-25,90.3,POINT (275730.55081961164 250413.5744027195),51073.0,Moors and heathland,#a6ff80,2020,406.0
52.193,-3.7846,2020-03-25,8.3,POINT (278112.0076139953 256475.06520328432),51073.0,Moors and heathland,#a6ff80,2020,469.0
52.1912,-3.8023,2020-03-25,11.8,POINT (276897.2591992555 256304.8087611153),51073.0,Moors and heathland,#a6ff80,2020,408.0
53.3893,-1.4006,2020-03-25,10.4,POINT (439961.56586045725 388218.42890809436),16488.0,Industrial or commercial units,#cc4df2,2020,84.0
53.4007,-1.3839,2020-03-25,8.6,POINT (441061.2736857771 389496.13883733546),16488.0,Industrial or commercial units,#cc4df2,2020,53.0
53.5639,-0.5803,2020-03-25,6.8,POINT (494128.0353490355 408413.11127556564),16528.0,Industrial or commercial units,#cc4df2,2020,64.0
53.5621,-0.6062,2020-03-25,36.7,POINT (492416.627585652 408178.9855129259),58369.0,Non-irrigated arable land,#ffffa8,2020,17.0
55.4334,-2.3312,2020-03-25,10.8,POINT (379140.26011137327 615551.0068444448),52686.0,Moors and heathland,#a6ff80,2020,334.0
52.9905,-4.2115,2020-03-25,28.1,POINT (251655.81021948683 345973.89019870746),48674.0,Natural grasslands,#ccf24d,2020,226.0
52.2266,0.8617,2020-03-26,9.6,POINT (595546.2240852625 262569.5796237591),58367.0,Non-irrigated arable land,#ffffa8,2020,58.0
52.1518,-3.8425,2020-03-26,42.6,POINT (274038.1914540124 251992.01242338272),51073.0,Moors and heathland,#a6ff80,2020,342.0
51.8385,-3.9025,2020-03-26,26.9,POINT (269021.44789616746 217255.508553689),48145.0,Natural grasslands,#ccf24d,2020,455.0
51.8263,-3.8594,2020-03-26,30.9,POINT (271955.99842088664 215822.0775816128),48145.0,Natural grasslands,#ccf24d,2020,317.0
53.3945,-1.3852,2020-03-26,5.3,POINT (440980.7782757963 388805.63955380826),16488.0,Industrial or commercial units,#cc4df2,2020,71.0
51.8305,-3.8701,2020-03-26,12.3,POINT (271230.6592271992 216308.02937958512),48145.0,Natural grasslands,#ccf24d,2020,359.0
51.8243,-3.8968,2020-03-26,32.7,POINT (269373.0013638545 215666.10527210956),50943.0,Moors and heathland,#a6ff80,2020,276.0
52.1743,-3.8031,2020-03-26,53.7,POINT (276795.8297651194 254426.61887481483),43287.0,Coniferous forest,#00a600,2020,442.0
52.1791,-3.8133,2020-03-26,96.5,POINT (276111.7340391198 254977.84835071757),51073.0,Moors and heathland,#a6ff80,2020,411.0
52.717,-2.4424,2020-03-26,8.8,POINT (370212.9241504554 313352.3858759009),12994.0,Discontinuous urban fabric,#ff0000,2020,79.0
50.1644,-5.5757,2020-03-26,15.4,POINT (144733.25825343642 35495.22292340337),680.0,Moors and heathland,#a6ff80,2020,195.0
50.1616,-5.5916,2020-03-26,16.9,POINT (143583.00600330104 35238.59727948267),680.0,Moors and heathland,#a6ff80,2020,215.0
50.166,-5.5829,2020-03-26,22.8,POINT (144227.73348175702 35697.76037579813),680.0,Moors and heathland,#a6ff80,2020,176.0
51.6734,-3.6332,2020-03-26,9.0,POINT (287162.73109723115 198444.28313475905),11558.0,Discontinuous urban fabric,#ff0000,2020,215.0
51.826,-3.9095,2020-03-26,8.2,POINT (268502.7737298152 215878.02347671957),50943.0,Moors and heathland,#a6ff80,2020,369.0
51.8348,-3.9131,2020-03-26,12.0,POINT (268280.4026102367 216863.165304051),48145.0,Natural grasslands,#ccf24d,2020,431.0
53.567,-0.5923,2020-03-27,6.7,POINT (493326.47324515396 408742.19696894754),16604.0,Industrial or commercial units,#cc4df2,2020,22.0
52.7851,-0.1102,2020-03-27,3.7,POINT (527548.7269258981 322509.61649450497),58367.0,Non-irrigated arable land,#ffffa8,2020,3.0
52.7759,-0.1147,2020-03-27,4.1,POINT (527272.086331652 321478.3851635467),58367.0,Non-irrigated arable land,#ffffa8,2020,4.0
52.7932,-1.1209,2020-03-27,5.6,POINT (459376.51122616074 322098.99601206527),16208.0,Industrial or commercial units,#cc4df2,2020,84.0
51.7893,-3.6628,2020-03-27,3.9,POINT (285409.8653202371 211379.73974461976),48108.0,Natural grasslands,#ccf24d,2020,238.0
52.0991,-1.9195,2020-03-27,6.6,POINT (405611.1887288641 244532.1124815917),74320.0,Non-irrigated arable land,#ffffa8,2020,45.0
52.1721,-3.7895,2020-03-27,18.3,POINT (277719.7222467876 254158.90421294357),51073.0,Moors and heathland,#a6ff80,2020,366.0
52.1585,-3.8856,2020-03-27,8.6,POINT (271109.043618849 252812.93221081083),48229.0,Natural grasslands,#ccf24d,2020,408.0
51.9956,-4.8114,2020-03-27,7.2,POINT (207086.76881146076 236750.34308329044),51039.0,Moors and heathland,#a6ff80,2020,135.0
51.8283,-3.8582,2020-03-27,8.4,POINT (272044.3633169977 216042.38571811083),48145.0,Natural grasslands,#ccf24d,2020,303.0
51.8261,-3.844,2020-03-27,8.6,POINT (273016.6415225998 215772.86089745798),48145.0,Natural grasslands,#ccf24d,2020,302.0
52.8768,-1.7335,2020-03-27,13.3,POINT (418033.48027258925 331070.0196560061),25206.0,Non-irrigated arable land,#ffffa8,2020,61.0
51.7805,-3.6663,2020-03-27,11.4,POINT (285146.1068174853 210406.59529961285),48108.0,Natural grasslands,#ccf24d,2020,236.0
51.5732,-3.7745,2020-03-27,6.0,POINT (277122.01389349287 187529.3916879116),15637.0,Industrial or commercial units,#cc4df2,2020,10.0
51.0036,-2.6055,2020-03-27,5.9,POINT (357610.9448629988 122864.8558112233),74317.0,Non-irrigated arable land,#ffffa8,2020,23.0
50.6908,-2.3041,2020-03-27,6.3,POINT (378615.60903868754 87949.76906173263),4033.0,Pastures,#e6e64d,2020,42.0
53.6784,-1.0742,2020-03-27,4.0,POINT (461251.0788541736 420612.8954895744),58369.0,Non-irrigated arable land,#ffffa8,2020,9.0
51.5686,-3.767,2020-03-27,6.5,POINT (277629.3696796237 187005.2553038241),15637.0,Industrial or commercial units,#cc4df2,2020,9.0
50.124,-5.6144,2020-03-27,10.1,POINT (141752.3435154403 31138.035258825344),231.0,Non-irrigated arable land,#ffffa8,2020,167.0
50.1218,-5.6282,2020-03-27,21.5,POINT (140754.3056329197 30941.40332658634),340.0,Pastures,#e6e64d,2020,188.0
51.7589,-3.9372,2020-03-27,5.3,POINT (266395.6385342118 208466.4127321568),48114.0,Natural grasslands,#ccf24d,2020,316.0
51.8366,-3.8329,2020-03-27,3.5,POINT (273810.9238890607 216921.2569757342),48145.0,Natural grasslands,#ccf24d,2020,482.0
51.8347,-3.8473,2020-03-27,7.4,POINT (272813.493344933 216735.022152339),48145.0,Natural grasslands,#ccf24d,2020,368.0
51.8328,-3.8619,2020-03-27,3.8,POINT (271802.20137325535 216549.336610979),48145.0,Natural grasslands,#ccf24d,2020,337.0
52.1655,-3.7874,2020-03-27,5.5,POINT (277845.22753357084 253421.336794112),51073.0,Moors and heathland,#a6ff80,2020,413.0
53.376,-1.294,2020-03-27,7.2,POINT (447065.7232497477 386803.6111590237),58368.0,Non-irrigated arable land,#ffffa8,2020,112.0
54.616,-1.1975,2020-03-27,11.3,POINT (451922.72667680285 524834.2332431835),49169.0,Natural grasslands,#ccf24d,2020,6.0
51.8285,-3.736,2020-03-29,34.6,POINT (280465.31941511255 215856.89760390774),48145.0,Natural grasslands,#ccf24d,2020,328.0
51.8265,-3.7204,2020-03-29,14.1,POINT (281535.0193244878 215608.9737934679),48145.0,Natural grasslands,#ccf24d,2020,450.0
51.8193,-3.7391,2020-03-29,23.9,POINT (280227.2831381793 214838.85407543473),48145.0,Natural grasslands,#ccf24d,2020,313.0
51.5644,-3.7601,2020-03-29,6.6,POINT (278096.31651926273 186526.65502308164),15637.0,Industrial or commercial units,#cc4df2,2020,17.0
51.564,-3.765,2020-03-29,7.2,POINT (277755.62624174426 186490.35994571814),15637.0,Industrial or commercial units,#cc4df2,2020,5.0
51.5613,-3.7652,2020-03-31,10.9,POINT (277734.51512784086 186190.43882567383),15637.0,Industrial or commercial units,#cc4df2,2020,7.0
50.8448,0.2319,2020-03-31,14.6,POINT (557226.3681221916 107403.90600169398),6350.0,Coniferous forest,#00a600,2020,27.0
53.6598,-2.8524,2020-04-02,7.5,POINT (343767.4539399792 418483.38445241435),25968.0,Non-irrigated arable land,#ffffa8,2020,7.0
53.656,-2.8717,2020-04-02,9.2,POINT (342486.8776749096 418076.08374997554),25968.0,Non-irrigated arable land,#ffffa8,2020,12.0
53.5659,-0.5932,2020-04-04,8.7,POINT (493269.2890238623 408618.6487687954),16604.0,Industrial or commercial units,#cc4df2,2020,21.0
53.0241,0.0704,2020-04-05,4.4,POINT (538960.9555155564 349427.304633435),58369.0,Non-irrigated arable land,#ffffa8,2020,4.0
53.0152,0.0664,2020-04-05,9.3,POINT (538721.2322550681 348429.6591181116),58369.0,Non-irrigated arable land,#ffffa8,2020,3.0
52.7534,0.059,2020-04-05,10.8,POINT (539059.5344956083 319297.0956149744),58367.0,Non-irrigated arable land,#ffffa8,2020,1.0
52.7509,0.0741,2020-04-05,6.6,POINT (540086.5335756954 319048.30874101276),58367.0,Non-irrigated arable land,#ffffa8,2020,2.0
52.4561,0.0355,2020-04-05,4.0,POINT (538407.2093669284 286186.50087041873),58367.0,Non-irrigated arable land,#ffffa8,2020,-1.0
52.4484,-0.135,2020-04-05,5.9,POINT (526845.1083795822 285017.39253549126),58367.0,Non-irrigated arable land,#ffffa8,2020,7.0
52.1681,0.2942,2020-04-05,8.7,POINT (556998.6373013316 254684.87310448132),58367.0,Non-irrigated arable land,#ffffa8,2020,55.0
52.2433,-0.3179,2020-04-05,24.8,POINT (514946.2005148543 261900.9818210121),58367.0,Non-irrigated arable land,#ffffa8,2020,38.0
52.1994,-0.2162,2020-04-05,12.2,POINT (522009.62289265177 257184.61581225024),58367.0,Non-irrigated arable land,#ffffa8,2020,27.0
52.0428,-0.2431,2020-04-05,11.5,POINT (520592.90016857046 239723.3635982382),58367.0,Non-irrigated arable land,#ffffa8,2020,70.0
51.1162,-0.9791,2020-04-05,4.1,POINT (471554.8317805299 135707.5936215773),74320.0,Non-irrigated arable land,#ffffa8,2020,119.0
52.1268,-0.8061,2020-04-05,4.4,POINT (481827.9467261508 248282.01686627587),74320.0,Non-irrigated arable land,#ffffa8,2020,110.0
51.9255,-0.6072,2020-04-05,3.4,POINT (495872.49267489 226136.2988359562),29698.0,Pastures,#e6e64d,2020,101.0
51.8446,-0.7421,2020-04-05,9.5,POINT (486751.89496095106 216969.88943329034),23760.0,Non-irrigated arable land,#ffffa8,2020,83.0
51.8422,-0.7275,2020-04-05,6.9,POINT (487762.2928019472 216720.4319199946),23760.0,Non-irrigated arable land,#ffffa8,2020,83.0
51.6709,-1.0507,2020-04-05,6.1,POINT (465744.7073049388 197329.38650632318),15505.0,Industrial or commercial units,#cc4df2,2020,79.0
51.4156,-0.4789,2020-04-05,3.6,POINT (505875.5748661336 169606.49127876968),17873.0,Mineral extraction sites,#a600cc,2020,14.0
51.7693,-3.6858,2020-04-05,10.3,POINT (283772.17605621484 209191.96416274353),50912.0,Moors and heathland,#a6ff80,2020,277.0
51.2897,-0.8945,2020-04-05,3.2,POINT (477186.19297320145 155087.44196578607),28039.0,Pastures,#e6e64d,2020,67.0
51.3073,-1.1185,2020-04-05,4.4,POINT (461542.84338143 156833.4268822139),45883.0,Mixed forest,#4dff00,2020,89.0
51.76,-3.6847,2020-04-05,10.8,POINT (283824.176339827 208155.95279681892),55853.0,Sparsely vegetated areas,#ccffcc,2020,332.0
51.7668,-3.7023,2020-04-05,9.3,POINT (282627.21972070925 208940.3915489022),50912.0,Moors and heathland,#a6ff80,2020,227.0
54.5817,-1.0927,2020-04-06,16.1,POINT (458739.7069037183 521099.96960997256),26249.0,Non-irrigated arable land,#ffffa8,2020,22.0
54.5817,-1.0997,2020-04-06,24.9,POINT (458287.2858318811 521094.154889285),16932.0,Industrial or commercial units,#cc4df2,2020,22.0
53.5681,-0.6021,2020-04-06,19.0,POINT (492675.07576472196 408851.78337149875),16604.0,Industrial or commercial units,#cc4df2,2020,21.0
54.5787,-1.1087,2020-04-07,28.2,POINT (457709.83202000643 520752.9345580513),16932.0,Industrial or commercial units,#cc4df2,2020,22.0
54.5801,-1.1002,2020-04-07,20.7,POINT (458257.24802573037 520915.70914509206),16932.0,Industrial or commercial units,#cc4df2,2020,27.0
54.5821,-1.1167,2020-04-07,14.1,POINT (457187.98870452057 521124.72909443744),16932.0,Industrial or commercial units,#cc4df2,2020,15.0
51.572,-3.7671,2020-04-07,5.2,POINT (277631.5786800572 187383.52304369677),15637.0,Industrial or commercial units,#cc4df2,2020,11.0
51.519,-3.4148,2020-04-07,5.5,POINT (301931.6913259912 180958.10862390226),29660.0,Pastures,#e6e64d,2020,70.0
50.7997,-0.7222,2020-04-07,9.2,POINT (490145.69548565784 100793.3697652703),2894.0,Non-irrigated arable land,#ffffa8,2020,4.0
50.8064,-0.7395,2020-04-07,6.9,POINT (488913.8648916592 101517.46957606229),2894.0,Non-irrigated arable land,#ffffa8,2020,6.0
51.3532,-0.6275,2020-04-07,8.2,POINT (495672.10896839364 162463.17895598285),37112.0,"Land principally occupied by agriculture, with significant areas of natural vegetation",#e6cc4d,2020,39.0
51.2773,-2.2078,2020-04-07,5.5,POINT (385601.9644562581 153148.88903610205),15306.0,Industrial or commercial units,#cc4df2,2020,51.0
51.3195,-2.2408,2020-04-07,7.0,POINT (383315.5440425133 157849.09650289183),28372.0,Pastures,#e6e64d,2020,54.0
51.6318,-2.7407,2020-04-07,4.9,POINT (348829.92027420097 192814.3103238874),30455.0,Pastures,#e6e64d,2020,115.0
51.5683,-3.7636,2020-04-07,6.5,POINT (277864.1953033425 186966.20387728245),15637.0,Industrial or commercial units,#cc4df2,2020,16.0
52.1014,-1.9056,2020-04-07,4.7,POINT (406563.01883286546 244789.080126915),74320.0,Non-irrigated arable land,#ffffa8,2020,31.0
53.2336,-3.0304,2020-04-07,6.7,POINT (331319.62471781985 371225.127632602),16474.0,Industrial or commercial units,#cc4df2,2020,9.0
54.5758,-1.1115,2020-04-07,21.1,POINT (457532.92687886115 520427.9609998828),26247.0,Non-irrigated arable land,#ffffa8,2020,21.0
54.574,-1.1265,2020-04-07,23.4,POINT (456565.798729331 520215.52804691705),26247.0,Non-irrigated arable land,#ffffa8,2020,17.0
54.5855,-1.129,2020-04-07,22.0,POINT (456388.340240108 521493.1326513017),16932.0,Industrial or commercial units,#cc4df2,2020,12.0
54.5875,-1.1026,2020-04-07,35.7,POINT (458091.6180780035 521737.1261330596),16932.0,Industrial or commercial units,#cc4df2,2020,19.0
54.576,-1.1003,2020-04-07,50.2,POINT (458256.6211174717 520459.419319788),16932.0,Industrial or commercial units,#cc4df2,2020,33.0
54.5813,-1.1136,2020-04-08,11.9,POINT (457389.46702429384 521038.23397748196),16932.0,Industrial or commercial units,#cc4df2,2020,17.0
54.5791,-1.0985,2020-04-08,16.7,POINT (458368.55246606487 520805.84635378595),16932.0,Industrial or commercial units,#cc4df2,2020,25.0
54.5016,-7.0837,2020-04-08,21.1,POINT (71013.59992275474 523708.883743576),9896.0,Peat bogs,#4d4dff,2020,286.0
51.8298,-3.9529,2020-04-08,10.5,POINT (265523.4438428603 216379.89759237523),32766.0,Pastures,#e6e64d,2020,188.0
52.7744,-0.927,2020-04-08,15.4,POINT (472482.3631110805 320185.12796447426),16193.0,Industrial or commercial units,#cc4df2,2020,86.0
51.7193,-3.86,2020-04-09,16.4,POINT (271611.05159557075 203923.86521693232),30197.0,Pastures,#e6e64d,2020,137.0
51.5633,-3.7592,2020-04-09,11.7,POINT (278155.75172436715 186402.8271726977),15637.0,Industrial or commercial units,#cc4df2,2020,17.0
